"","size","means","medians","ordering"
"3841","N=760",11.6092105263158,7,760
"3842","N=760",11.5276315789474,7,760
"3843","N=760",10.8421052631579,8,760
"3844","N=760",11.9828947368421,8,760
"3845","N=760",10.7789473684211,7,760
"3846","N=760",11.0276315789474,8,760
"3847","N=760",11.9657894736842,7,760
"3848","N=760",11.2342105263158,8,760
"3849","N=760",12.2960526315789,7,760
"3850","N=760",10.7631578947368,8,760
"3851","N=760",11.2868421052632,7,760
"3852","N=760",10.8736842105263,7,760
"3853","N=760",10.75,8,760
"3854","N=760",12.0302631578947,8,760
"3855","N=760",10.8184210526316,8,760
"3856","N=760",10.7618421052632,7,760
"3857","N=760",11.4460526315789,7,760
"3858","N=760",11.3671052631579,7,760
"3859","N=760",11.7605263157895,7,760
"3860","N=760",10.9565789473684,8,760
"3861","N=760",11.075,7,760
"3862","N=760",11.75,6,760
"3863","N=760",11.2552631578947,7,760
"3864","N=760",11.5355263157895,7,760
"3865","N=760",10.9723684210526,7,760
"3866","N=760",11.2342105263158,7,760
"3867","N=760",11.4118421052632,8,760
"3868","N=760",11.7276315789474,7,760
"3869","N=760",11.8552631578947,7,760
"3870","N=760",11.1657894736842,8,760
"3871","N=760",11.6671052631579,7,760
"3872","N=760",11.9539473684211,8,760
"3873","N=760",11.6,7,760
"3874","N=760",12.0355263157895,7,760
"3875","N=760",11.7144736842105,8,760
"3876","N=760",10.6631578947368,7.5,760
"3877","N=760",11.1986842105263,7,760
"3878","N=760",11.0815789473684,8,760
"3879","N=760",11.1684210526316,7,760
"3880","N=760",11.0434210526316,7,760
"3881","N=760",11.4197368421053,7,760
"3882","N=760",10.6368421052632,7,760
"3883","N=760",11.4592105263158,7,760
"3884","N=760",12.0894736842105,7,760
"3885","N=760",11.4473684210526,8,760
"3886","N=760",11.1263157894737,8,760
"3887","N=760",11.2368421052632,7,760
"3888","N=760",11.3052631578947,7,760
"3889","N=760",11.9460526315789,7,760
"3890","N=760",11.4947368421053,8,760
"3891","N=760",11.4907894736842,8,760
"3892","N=760",11.4684210526316,7,760
"3893","N=760",11.1921052631579,7,760
"3894","N=760",10.4815789473684,7,760
"3895","N=760",11.5907894736842,7,760
"3896","N=760",11.2710526315789,8,760
"3897","N=760",11.4065789473684,7,760
"3898","N=760",11.4934210526316,7,760
"3899","N=760",11.9842105263158,7,760
"3900","N=760",10.4605263157895,8,760
"3901","N=760",12.1513157894737,7,760
"3902","N=760",11.2592105263158,7,760
"3903","N=760",10.7605263157895,8,760
"3904","N=760",11.9657894736842,7,760
"3905","N=760",11.2552631578947,7,760
"3906","N=760",12.4394736842105,8,760
"3907","N=760",11.4394736842105,7,760
"3908","N=760",10.9407894736842,8,760
"3909","N=760",10.9618421052632,7,760
"3910","N=760",11.3131578947368,7,760
"3911","N=760",12.1578947368421,8,760
"3912","N=760",11.7197368421053,8,760
"3913","N=760",10.9,7,760
"3914","N=760",10.4947368421053,8,760
"3915","N=760",11.3171052631579,7,760
"3916","N=760",11.6815789473684,7,760
"3917","N=760",11.0697368421053,8,760
"3918","N=760",12.1013157894737,8,760
"3919","N=760",11.8671052631579,8,760
"3920","N=760",11.1644736842105,7,760
"3921","N=760",11.5789473684211,6.5,760
"3922","N=760",10.8144736842105,8,760
"3923","N=760",11.7736842105263,8,760
"3924","N=760",11.8526315789474,8,760
"3925","N=760",10.9460526315789,7,760
"3926","N=760",11.6381578947368,7,760
"3927","N=760",12.2578947368421,7,760
"3928","N=760",11.7052631578947,7,760
"3929","N=760",11.0776315789474,8,760
"3930","N=760",11.4065789473684,8,760
"3931","N=760",11.1789473684211,8,760
"3932","N=760",11.3263157894737,7,760
"3933","N=760",11.8539473684211,7,760
"3934","N=760",11.6421052631579,7,760
"3935","N=760",11.0894736842105,7,760
"3936","N=760",11.5565789473684,8,760
"3937","N=760",11.3460526315789,7,760
"3938","N=760",11.3684210526316,8,760
"3939","N=760",11.1947368421053,7,760
"3940","N=760",10.8894736842105,8,760
"3941","N=760",11.3881578947368,7,760
"3942","N=760",10.9921052631579,8,760
"3943","N=760",11.6144736842105,7,760
"3944","N=760",11.95,8,760
"3945","N=760",10.7763157894737,8,760
"3946","N=760",11.3697368421053,8,760
"3947","N=760",11.2618421052632,8,760
"3948","N=760",11.0355263157895,8,760
"3949","N=760",11.7236842105263,8,760
"3950","N=760",11.4631578947368,8,760
"3951","N=760",11.4131578947368,8,760
"3952","N=760",11.4171052631579,7,760
"3953","N=760",11.2473684210526,8,760
"3954","N=760",11.2552631578947,7,760
"3955","N=760",11.2236842105263,7,760
"3956","N=760",11.5407894736842,7,760
"3957","N=760",10.8723684210526,7,760
"3958","N=760",11.1184210526316,7,760
"3959","N=760",11.3736842105263,8,760
"3960","N=760",11.675,7,760
"3961","N=760",11.0328947368421,7,760
"3962","N=760",11.1921052631579,7,760
"3963","N=760",11.5710526315789,7,760
"3964","N=760",11.0842105263158,7,760
"3965","N=760",11.2289473684211,7.5,760
"3966","N=760",11.325,8,760
"3967","N=760",11.5736842105263,7,760
"3968","N=760",10.6486842105263,7,760
"3969","N=760",11.0078947368421,7,760
"3970","N=760",11.0842105263158,7,760
"3971","N=760",11.3552631578947,8,760
"3972","N=760",10.9407894736842,8,760
"3973","N=760",12.1065789473684,7,760
"3974","N=760",11.4407894736842,7,760
"3975","N=760",10.9973684210526,8,760
"3976","N=760",10.8302631578947,7,760
"3977","N=760",11.2763157894737,7,760
"3978","N=760",10.8828947368421,8,760
"3979","N=760",10.8513157894737,8,760
"3980","N=760",10.8223684210526,8,760
"3981","N=760",11.9907894736842,7,760
"3982","N=760",12.3513157894737,8,760
"3983","N=760",10.9052631578947,7,760
"3984","N=760",10.875,7,760
"3985","N=760",11.6921052631579,7,760
"3986","N=760",11.0289473684211,8,760
"3987","N=760",11.5644736842105,7,760
"3988","N=760",12.3552631578947,7,760
"3989","N=760",10.4881578947368,8,760
"3990","N=760",11.1210526315789,8,760
"3991","N=760",11.4802631578947,7,760
"3992","N=760",11.0578947368421,8,760
"3993","N=760",11.1197368421053,7,760
"3994","N=760",12.3263157894737,8,760
"3995","N=760",11.4723684210526,7,760
"3996","N=760",11.2131578947368,7,760
"3997","N=760",11.6592105263158,8,760
"3998","N=760",10.8315789473684,7,760
"3999","N=760",12.0460526315789,7,760
"4000","N=760",11.7776315789474,7,760
