"","size","means","medians","ordering"
"2302","N=200",10.53,8,200
"2303","N=200",11.105,7,200
"2304","N=200",11.54,9.5,200
"2305","N=200",11.2,7,200
"2306","N=200",11.625,8,200
"2307","N=200",12.37,9,200
"2308","N=200",10.47,7,200
"2309","N=200",11.3,7,200
"2310","N=200",11.86,8,200
"2311","N=200",10.36,8,200
"2312","N=200",10.33,7.5,200
"2313","N=200",10.27,8,200
"2314","N=200",11.25,7,200
"2315","N=200",12.46,7,200
"2316","N=200",11.225,7,200
"2317","N=200",12.695,7,200
"2318","N=200",12.04,7,200
"2319","N=200",11.235,6,200
"2320","N=200",12.585,8.5,200
"2321","N=200",10.735,7,200
"2322","N=200",11.73,8,200
"2323","N=200",11.53,7.5,200
"2324","N=200",11.235,8,200
"2325","N=200",11.42,6,200
"2326","N=200",10.265,8,200
"2327","N=200",10.73,8,200
"2328","N=200",11.16,7.5,200
"2329","N=200",11.085,6,200
"2330","N=200",10.79,7,200
"2331","N=200",10.695,8,200
"2332","N=200",10.82,8,200
"2333","N=200",10.955,6,200
"2334","N=200",10.71,8,200
"2335","N=200",10.73,8,200
"2336","N=200",11.67,6,200
"2337","N=200",10.995,8,200
"2338","N=200",12.595,8,200
"2339","N=200",11.54,7,200
"2340","N=200",9.89,6,200
"2341","N=200",12.78,6,200
"2342","N=200",10.435,7.5,200
"2343","N=200",12.26,7,200
"2344","N=200",10.55,8,200
"2345","N=200",11.685,7.5,200
"2346","N=200",11.225,7,200
"2347","N=200",11.455,8,200
"2348","N=200",11.735,7,200
"2349","N=200",11.21,8,200
"2350","N=200",11.515,7,200
"2351","N=200",14.16,8,200
"2352","N=200",10.915,7.5,200
"2353","N=200",11,8,200
"2354","N=200",12.685,6,200
"2355","N=200",12.185,6,200
"2356","N=200",11.315,6,200
"2357","N=200",11.31,7,200
"2358","N=200",11.95,8,200
"2359","N=200",11.385,7,200
"2360","N=200",10.46,7,200
"2361","N=200",11.715,8,200
"2362","N=200",10.555,8,200
"2363","N=200",10.905,6,200
"2364","N=200",10.64,7,200
"2365","N=200",10.82,6,200
"2366","N=200",10.1,7.5,200
"2367","N=200",11.21,8,200
"2368","N=200",11.74,8,200
"2369","N=200",11.03,7,200
"2370","N=200",11.455,8,200
"2371","N=200",10.48,7,200
"2372","N=200",11.555,8,200
"2373","N=200",11.36,6.5,200
"2374","N=200",11.235,8,200
"2375","N=200",10.94,6,200
"2376","N=200",12.675,6,200
"2377","N=200",12.07,8,200
"2378","N=200",11.135,8,200
"2379","N=200",10.685,7,200
"2380","N=200",11.58,7,200
"2381","N=200",10.855,6,200
"2382","N=200",11.04,7,200
"2383","N=200",11.455,6,200
"2384","N=200",11.745,6,200
"2385","N=200",12.325,7,200
"2386","N=200",10.665,8,200
"2387","N=200",10.915,8,200
"2388","N=200",12.065,8,200
"2389","N=200",11.58,8,200
"2390","N=200",9.605,6,200
"2391","N=200",11.42,8,200
"2392","N=200",10.54,8,200
"2393","N=200",10.7,8,200
"2394","N=200",11.035,7,200
"2395","N=200",10.435,7,200
"2396","N=200",13.72,8,200
"2397","N=200",11.14,8,200
"2398","N=200",11.135,8,200
"2399","N=200",9.69,7,200
"2400","N=200",11.235,7,200
"2401","N=200",11.47,8,200
"2402","N=200",11.89,8,200
"2403","N=200",10.565,8.5,200
"2404","N=200",11.1,7,200
"2405","N=200",11.89,7.5,200
"2406","N=200",10.75,8,200
"2407","N=200",12.63,6,200
"2408","N=200",11.43,8,200
"2409","N=200",11.365,7,200
"2410","N=200",10.59,5,200
"2411","N=200",11.59,7,200
"2412","N=200",11.325,9.5,200
"2413","N=200",11.805,7,200
"2414","N=200",10.56,8,200
"2415","N=200",11.61,8,200
"2416","N=200",10.55,8,200
"2417","N=200",9.825,8,200
"2418","N=200",12.695,7,200
"2419","N=200",11.4,7,200
"2420","N=200",10.84,9,200
"2421","N=200",10.58,8,200
"2422","N=200",12.315,7,200
"2423","N=200",9.71,6,200
"2424","N=200",12.245,8,200
"2425","N=200",12.375,7,200
"2426","N=200",11.205,8,200
"2427","N=200",10,8,200
"2428","N=200",10.575,8.5,200
"2429","N=200",10.11,7,200
"2430","N=200",12.325,8,200
"2431","N=200",12.68,9,200
"2432","N=200",11.48,8,200
"2433","N=200",11.375,6,200
"2434","N=200",10.505,8,200
"2435","N=200",11.205,6,200
"2436","N=200",11.145,8,200
"2437","N=200",10.495,8,200
"2438","N=200",10.36,6,200
"2439","N=200",12.43,7,200
"2440","N=200",11.105,8,200
"2441","N=200",11.5,8,200
"2442","N=200",12.22,7,200
"2443","N=200",11.185,7,200
"2444","N=200",10.655,8,200
"2445","N=200",10.445,6.5,200
"2446","N=200",12.19,8,200
"2447","N=200",10.925,8,200
"2448","N=200",10.89,8,200
"2449","N=200",10.275,7,200
"2450","N=200",12.54,7,200
"2451","N=200",10.695,7,200
"2452","N=200",10.465,8,200
"2453","N=200",12.42,8,200
"2454","N=200",11.285,6,200
"2455","N=200",11.035,8,200
"2456","N=200",10.885,8,200
"2457","N=200",11.62,9,200
"2458","N=200",11.035,7,200
"2459","N=200",10.47,8,200
"2460","N=200",9.68,8,200
"2461","N=200",12.15,7,200
"2462","N=200",12.395,7.5,200
"2463","N=200",11.38,8,200
"2464","N=200",12.01,7,200
"2465","N=200",10.015,6,200
"2466","N=200",11.22,8,200
"2467","N=200",12.365,8,200
"2468","N=200",12.48,6.5,200
"2469","N=200",10.845,8,200
"2470","N=200",11.325,8,200
"2471","N=200",11.565,7,200
"2472","N=200",12.02,8,200
"2473","N=200",11.67,8,200
"2474","N=200",11.065,7,200
"2475","N=200",12,6,200
"2476","N=200",11.5,7,200
"2477","N=200",11.15,8,200
"2478","N=200",10.995,8,200
"2479","N=200",12.055,9,200
"2480","N=200",12.05,8,200
"2481","N=200",10.875,7,200
"2482","N=200",10.27,7,200
"2483","N=200",11.705,7.5,200
"2484","N=200",10.175,8,200
"2485","N=200",12.33,7,200
"2486","N=200",10.02,8,200
"2487","N=200",11.4,6,200
"2488","N=200",11.74,7,200
"2489","N=200",11.905,8,200
"2490","N=200",10.79,8,200
"2491","N=200",11.545,7,200
"2492","N=200",10.955,7,200
"2493","N=200",11.695,8,200
"2494","N=200",12.115,7,200
"2495","N=200",12.12,8,200
"2496","N=200",12.6,8,200
"2497","N=200",10.87,8,200
"2498","N=200",12.11,6,200
"2499","N=200",11.62,8,200
"2500","N=200",10.33,8,200
"2501","N=200",10.74,8,200
"2502","N=200",10.295,8,200
"2503","N=200",10.8,8,200
"2504","N=200",11.8,7,200
"2505","N=200",11.005,7.5,200
"2506","N=200",12.205,8,200
"2507","N=200",11.55,8,200
"2508","N=200",12.545,8,200
"2509","N=200",11.58,8,200
"2510","N=200",10.905,7.5,200
"2511","N=200",10.31,8,200
"2512","N=200",11.575,8,200
"2513","N=200",11.46,9,200
"2514","N=200",11.49,6,200
"2515","N=200",11.395,8,200
"2516","N=200",10.405,8,200
"2517","N=200",10.035,8,200
"2518","N=200",12.965,7,200
"2519","N=200",10.005,8,200
"2520","N=200",10.05,7,200
"2521","N=200",11.3,7,200
"2522","N=200",11.995,6.5,200
"2523","N=200",10.665,8,200
"2524","N=200",11.755,8,200
"2525","N=200",11.985,7.5,200
"2526","N=200",11.52,8,200
"2527","N=200",11.125,7,200
"2528","N=200",11.075,6,200
"2529","N=200",11.435,7,200
"2530","N=200",10.465,8,200
"2531","N=200",10.715,7,200
"2532","N=200",11.875,8,200
"2533","N=200",11.615,6,200
"2534","N=200",11.58,8,200
"2535","N=200",12.435,8,200
"2536","N=200",10.305,9,200
"2537","N=200",11.97,8,200
"2538","N=200",11.215,7,200
"2539","N=200",11.645,6,200
"2540","N=200",11.03,6,200
"2541","N=200",10.905,8,200
"2542","N=200",9.79,8,200
"2543","N=200",10.555,8,200
"2544","N=200",10.995,8,200
"2545","N=200",11.17,6,200
"2546","N=200",10.175,7,200
"2547","N=200",10.19,8,200
"2548","N=200",12.29,7,200
"2549","N=200",11.25,7,200
"2550","N=200",12.315,8,200
"2551","N=200",11.56,7,200
"2552","N=200",12.71,7,200
"2553","N=200",10.07,8,200
"2554","N=200",11.25,7,200
"2555","N=200",12.395,7,200
"2556","N=200",10.71,6,200
"2557","N=200",11.82,7.5,200
"2558","N=200",11.68,8,200
"2559","N=200",9.535,8,200
"2560","N=200",10.47,8,200
"2561","N=200",12.55,8,200
"2562","N=200",10.415,7,200
"2563","N=200",12.285,8,200
"2564","N=200",11.045,8,200
"2565","N=200",11.56,7,200
"2566","N=200",10.14,8,200
"2567","N=200",11.47,7,200
"2568","N=200",10.395,8,200
"2569","N=200",11.12,8,200
"2570","N=200",11.105,7,200
"2571","N=200",10.89,8,200
"2572","N=200",12.55,7,200
"2573","N=200",10.495,8,200
"2574","N=200",11.105,6,200
"2575","N=200",9.635,8,200
"2576","N=200",11.36,8,200
"2577","N=200",11.59,7,200
"2578","N=200",10.405,7,200
"2579","N=200",11.62,6.5,200
"2580","N=200",12.24,7,200
"2581","N=200",10.26,6,200
"2582","N=200",10.645,8,200
"2583","N=200",10.615,8,200
"2584","N=200",11.94,7,200
"2585","N=200",10.79,8,200
"2586","N=200",10.935,8,200
"2587","N=200",11.44,8,200
"2588","N=200",10.525,6,200
"2589","N=200",11.025,8,200
"2590","N=200",10.54,6.5,200
"2591","N=200",11.62,7,200
"2592","N=200",12.335,8,200
"2593","N=200",10.85,6,200
"2594","N=200",10.74,6,200
"2595","N=200",11.35,8,200
"2596","N=200",11.565,8,200
"2597","N=200",11.125,7.5,200
"2598","N=200",11.625,8,200
"2599","N=200",11.47,7,200
"2600","N=200",11.475,8,200
"2601","N=200",10.695,7,200
"2602","N=200",10.66,8,200
"2603","N=200",11.51,8,200
"2604","N=200",11.9,8,200
"2605","N=200",12,7,200
"2606","N=200",10.635,8,200
"2607","N=200",10.97,7.5,200
"2608","N=200",11.015,6,200
"2609","N=200",11.395,7,200
"2610","N=200",11.67,8,200
"2611","N=200",12.095,7,200
"2612","N=200",10,8,200
"2613","N=200",12.495,8,200
"2614","N=200",10.41,8,200
"2615","N=200",12.255,6,200
"2616","N=200",10.89,8,200
"2617","N=200",12.43,7,200
"2618","N=200",11.21,7,200
"2619","N=200",10.005,7,200
"2620","N=200",11.93,8,200
"2621","N=200",12.12,8,200
"2622","N=200",11.475,8,200
"2623","N=200",10.075,8,200
"2624","N=200",11.735,8,200
"2625","N=200",10.5,8,200
"2626","N=200",10.42,7,200
"2627","N=200",11.56,6,200
"2628","N=200",11.115,8,200
"2629","N=200",11.435,8,200
"2630","N=200",10.735,8,200
"2631","N=200",13.73,6,200
"2632","N=200",10.805,6,200
"2633","N=200",10.37,7,200
"2634","N=200",9.105,6,200
"2635","N=200",11.09,8,200
"2636","N=200",10.995,7,200
"2637","N=200",10.8,8,200
"2638","N=200",11.22,7,200
"2639","N=200",12.645,8,200
"2640","N=200",10.425,7,200
"2641","N=200",9.6,8,200
"2642","N=200",11.885,8,200
"2643","N=200",10.565,7,200
"2644","N=200",9.435,8,200
"2645","N=200",11.315,7,200
"2646","N=200",11.45,7,200
"2647","N=200",12.855,8,200
"2648","N=200",11.87,8,200
"2649","N=200",11.115,7.5,200
"2650","N=200",10.34,8,200
"2651","N=200",11.765,8,200
"2652","N=200",10.18,6,200
"2653","N=200",10.125,8,200
"2654","N=200",9.01,8,200
"2655","N=200",11.81,7,200
"2656","N=200",11.485,8,200
"2657","N=200",12.755,6.5,200
"2658","N=200",10.33,7,200
"2659","N=200",11.015,7,200
"2660","N=200",12.425,8,200
"2661","N=200",10.965,6,200
"2662","N=200",10.495,8,200
"2663","N=200",10.97,7.5,200
"2664","N=200",10.605,6,200
"2665","N=200",12.08,8,200
"2666","N=200",11.12,7,200
"2667","N=200",10.735,6,200
"2668","N=200",11.41,7,200
"2669","N=200",10.94,7.5,200
"2670","N=200",11.415,7,200
"2671","N=200",12.175,7,200
"2672","N=200",10.375,8,200
"2673","N=200",11.365,8,200
"2674","N=200",11.505,7,200
"2675","N=200",12.185,8,200
"2676","N=200",12.68,8,200
"2677","N=200",10.095,9,200
"2678","N=200",10.65,7,200
"2679","N=200",10.875,7,200
"2680","N=200",9.94,7,200
"2681","N=200",10.255,6,200
"2682","N=200",11.435,8,200
"2683","N=200",11.55,7,200
"2684","N=200",11.14,7,200
"2685","N=200",11.61,8,200
"2686","N=200",10.26,7,200
"2687","N=200",10.74,6,200
"2688","N=200",12.06,6,200
"2689","N=200",11.865,7,200
"2690","N=200",12.355,6,200
"2691","N=200",11.39,7,200
"2692","N=200",11.125,6,200
"2693","N=200",11.065,7.5,200
"2694","N=200",12.05,6,200
"2695","N=200",10.665,7,200
"2696","N=200",11.625,7,200
"2697","N=200",10.995,8,200
"2698","N=200",13.145,6.5,200
"2699","N=200",11.495,8,200
"2700","N=200",11.335,7,200
"2701","N=200",12.73,8,200
"2702","N=200",12.015,6,200
"2703","N=200",12,8,200
"2704","N=200",10.715,8,200
"2705","N=200",11.8,7.5,200
"2706","N=200",10.665,6,200
"2707","N=200",10.53,8,200
"2708","N=200",12.34,7,200
"2709","N=200",11.05,6,200
"2710","N=200",9.795,7,200
"2711","N=200",11.275,8,200
"2712","N=200",9.895,8,200
"2713","N=200",11.4,9,200
"2714","N=200",11.165,8,200
"2715","N=200",9.9,8,200
"2716","N=200",12.335,7,200
"2717","N=200",11.265,8,200
"2718","N=200",11.565,7,200
"2719","N=200",12.015,7,200
"2720","N=200",11.935,7,200
"2721","N=200",10.725,6,200
"2722","N=200",11.915,8,200
"2723","N=200",12.035,8,200
"2724","N=200",9.45,8.5,200
"2725","N=200",11,6,200
"2726","N=200",10.66,8,200
"2727","N=200",11.325,7,200
"2728","N=200",10.64,8,200
"2729","N=200",12.37,8,200
"2730","N=200",9.755,6,200
"2731","N=200",10.505,7,200
"2732","N=200",12.41,7,200
"2733","N=200",10.85,8,200
"2734","N=200",9.94,7,200
"2735","N=200",10.21,8,200
"2736","N=200",10.655,9,200
"2737","N=200",11.125,7.5,200
"2738","N=200",10.38,7,200
"2739","N=200",13.04,8,200
"2740","N=200",11.475,8,200
"2741","N=200",11.695,6,200
"2742","N=200",11.215,7,200
"2743","N=200",10.365,6,200
"2744","N=200",10.625,6.5,200
"2745","N=200",12.21,8,200
"2746","N=200",11.095,8,200
"2747","N=200",11.095,8,200
"2748","N=200",10.945,7,200
"2749","N=200",11.01,6,200
"2750","N=200",10.72,8,200
"2751","N=200",12.22,6,200
"2752","N=200",12.235,5,200
"2753","N=200",10.965,7,200
"2754","N=200",12.77,8,200
"2755","N=200",11.5,7,200
"2756","N=200",11.295,8,200
"2757","N=200",10.995,8,200
"2758","N=200",10.085,7,200
"2759","N=200",11.28,8,200
"2760","N=200",11.415,7,200
"2761","N=200",10.72,8,200
"2762","N=200",10.865,8,200
"2763","N=200",12.685,7,200
"2764","N=200",11.72,7,200
"2765","N=200",11.595,8,200
"2766","N=200",11.895,8,200
"2767","N=200",11.265,6,200
"2768","N=200",11.28,8,200
"2769","N=200",11.255,8,200
"2770","N=200",12.24,6,200
"2771","N=200",12.9,8,200
"2772","N=200",12.12,8.5,200
"2773","N=200",10.89,7,200
"2774","N=200",10.605,8,200
"2775","N=200",10.06,7,200
"2776","N=200",10.355,7.5,200
"2777","N=200",11.83,6,200
"2778","N=200",9.72,6,200
"2779","N=200",12.445,7,200
"2780","N=200",11.155,7,200
"2781","N=200",11.485,7,200
"2782","N=200",10.97,8,200
"2783","N=200",10.625,7,200
"2784","N=200",10.845,8,200
"2785","N=200",10.83,7,200
"2786","N=200",12.415,8,200
"2787","N=200",12.67,7,200
"2788","N=200",11.115,8,200
"2789","N=200",10.095,7,200
"2790","N=200",10.65,7,200
"2791","N=200",10.815,6,200
"2792","N=200",11.145,7,200
"2793","N=200",12.235,7,200
"2794","N=200",10.935,7,200
"2795","N=200",11.875,7,200
"2796","N=200",9.145,8,200
"2797","N=200",11.12,8,200
"2798","N=200",9.97,6,200
"2799","N=200",11.855,7,200
"2800","N=200",12.29,8,200
"2801","N=200",10.76,6,200
"2802","N=200",9.25,7,200
"2803","N=200",10.215,7,200
"2804","N=200",11.185,8,200
"2805","N=200",10.64,8,200
"2806","N=200",11.285,8,200
"2807","N=200",11.525,7,200
"2808","N=200",10.66,7,200
"2809","N=200",11.74,8,200
"2810","N=200",11.755,7,200
"2811","N=200",12.155,6,200
"2812","N=200",10.77,7.5,200
"2813","N=200",10.32,6,200
"2814","N=200",11.245,6,200
"2815","N=200",10.53,8,200
"2816","N=200",10.205,8,200
"2817","N=200",12.07,8,200
"2818","N=200",11.265,6,200
"2819","N=200",10.85,8,200
"2820","N=200",10.91,8,200
"2821","N=200",11.11,6,200
"2822","N=200",11.91,6,200
"2823","N=200",11.795,6,200
"2824","N=200",11.57,7.5,200
"2825","N=200",9.985,7,200
"2826","N=200",10.91,6,200
"2827","N=200",11.67,7,200
"2828","N=200",11.945,8,200
"2829","N=200",11.7,8,200
"2830","N=200",10.895,8,200
"2831","N=200",10.67,7,200
"2832","N=200",11.205,7,200
"2833","N=200",11.045,8,200
"2834","N=200",11.395,7,200
"2835","N=200",12.275,8,200
"2836","N=200",9.485,6,200
"2837","N=200",10.865,6.5,200
"2838","N=200",11.315,8,200
"2839","N=200",12.86,8,200
"2840","N=200",10.44,8,200
"2841","N=200",11.64,6.5,200
"2842","N=200",10.365,8,200
"2843","N=200",11.74,8,200
"2844","N=200",10.91,7,200
"2845","N=200",12.3,8,200
"2846","N=200",11.33,8,200
"2847","N=200",11.665,6,200
"2848","N=200",10.57,7.5,200
"2849","N=200",11.025,8,200
"2850","N=200",10.845,8,200
"2851","N=200",11.75,8,200
"2852","N=200",11.375,8,200
"2853","N=200",10.83,7,200
"2854","N=200",12.115,8,200
"2855","N=200",10.53,9,200
"2856","N=200",10.72,7,200
"2857","N=200",11.29,7,200
"2858","N=200",11.32,8,200
"2859","N=200",10.405,7,200
"2860","N=200",11.615,6,200
"2861","N=200",12.955,6,200
"2862","N=200",10.105,8,200
"2863","N=200",11.8,7,200
"2864","N=200",12.055,8,200
"2865","N=200",10.77,7,200
"2866","N=200",10.49,7,200
"2867","N=200",13.375,7,200
"2868","N=200",11.315,8,200
"2869","N=200",11.34,7.5,200
"2870","N=200",10.465,7,200
"2871","N=200",9.915,7,200
"2872","N=200",10.94,7,200
"2873","N=200",10.635,8,200
"2874","N=200",10.545,7,200
"2875","N=200",11.185,7,200
"2876","N=200",12.075,8,200
"2877","N=200",11.705,6,200
"2878","N=200",10.27,7.5,200
"2879","N=200",11.745,8,200
"2880","N=200",9.635,7,200
"2881","N=200",10.94,7,200
"2882","N=200",10.715,8,200
"2883","N=200",11.29,7,200
"2884","N=200",11.75,7,200
"2885","N=200",11.46,8,200
"2886","N=200",11.2,7,200
"2887","N=200",12.1,8,200
"2888","N=200",10.675,8,200
"2889","N=200",10.625,8,200
"2890","N=200",12.76,7,200
"2891","N=200",11.82,8,200
"2892","N=200",12.145,8,200
"2893","N=200",12.275,8,200
"2894","N=200",11.16,8,200
"2895","N=200",10.67,8,200
"2896","N=200",11.615,7,200
"2897","N=200",10.555,8,200
"2898","N=200",11.545,8,200
"2899","N=200",10.81,7.5,200
"2900","N=200",11.32,8,200
"2901","N=200",10.945,8,200
"2902","N=200",13.175,9,200
"2903","N=200",11.065,7,200
"2904","N=200",11.77,6,200
"2905","N=200",11.21,7.5,200
"2906","N=200",10.975,7,200
"2907","N=200",10.26,7,200
"2908","N=200",9.735,8,200
"2909","N=200",11.235,7,200
"2910","N=200",11.36,7,200
"2911","N=200",10.325,7,200
"2912","N=200",10.64,8.5,200
"2913","N=200",10.83,7,200
"2914","N=200",11.51,6,200
"2915","N=200",10.6,8,200
"2916","N=200",9.98,7,200
"2917","N=200",10.815,6,200
"2918","N=200",12.195,8,200
"2919","N=200",11.175,6,200
"2920","N=200",11.335,8,200
"2921","N=200",10.03,6,200
"2922","N=200",10.39,7,200
"2923","N=200",11.49,8,200
"2924","N=200",10.885,6,200
"2925","N=200",10.575,7,200
"2926","N=200",9.53,6.5,200
"2927","N=200",10.24,7.5,200
"2928","N=200",11.365,8,200
"2929","N=200",11.62,8,200
"2930","N=200",11.445,7,200
"2931","N=200",11.43,7,200
"2932","N=200",11.135,7,200
"2933","N=200",11.585,6.5,200
"2934","N=200",9.415,8,200
"2935","N=200",11.65,8,200
"2936","N=200",11.935,7,200
"2937","N=200",12.73,8,200
"2938","N=200",11.785,6.5,200
"2939","N=200",9.765,8,200
"2940","N=200",11.135,8,200
"2941","N=200",10.625,7,200
"2942","N=200",11.87,8,200
"2943","N=200",11.085,8,200
"2944","N=200",11.395,7,200
"2945","N=200",11.34,8,200
"2946","N=200",11.445,6,200
"2947","N=200",10.49,7,200
"2948","N=200",11.915,7,200
"2949","N=200",11.58,7,200
"2950","N=200",12.46,7,200
"2951","N=200",11.075,7.5,200
"2952","N=200",10.495,8,200
"2953","N=200",11.975,7,200
"2954","N=200",10.98,6,200
"2955","N=200",12.315,6,200
"2956","N=200",11.425,6,200
"2957","N=200",11.175,6,200
"2958","N=200",10.46,6,200
"2959","N=200",11.17,7,200
"2960","N=200",10.11,7,200
"2961","N=200",10.82,7,200
"2962","N=200",12.545,8,200
"2963","N=200",12.09,7,200
"2964","N=200",12.145,7,200
"2965","N=200",11.485,8,200
"2966","N=200",11.365,8,200
"2967","N=200",11.065,8,200
"2968","N=200",10,7,200
"2969","N=200",10.625,7,200
"2970","N=200",10.405,8,200
"2971","N=200",12.005,8,200
"2972","N=200",10.5,7,200
"2973","N=200",10.855,8,200
"2974","N=200",9.86,8,200
"2975","N=200",11.345,8,200
"2976","N=200",10.94,8,200
"2977","N=200",10.215,6,200
"2978","N=200",10.89,7,200
"2979","N=200",12.145,7,200
"2980","N=200",10.47,7.5,200
"2981","N=200",12.285,6,200
"2982","N=200",12.215,8,200
"2983","N=200",11.335,7,200
"2984","N=200",11.22,6,200
"2985","N=200",13.93,7,200
"2986","N=200",11.185,8,200
"2987","N=200",10.57,8,200
"2988","N=200",9.75,7.5,200
"2989","N=200",10.305,7,200
"2990","N=200",10.06,8,200
"2991","N=200",10.905,8,200
"2992","N=200",9.935,8,200
"2993","N=200",11.685,7,200
"2994","N=200",11.155,8,200
"2995","N=200",11.755,8,200
"2996","N=200",11.1,8,200
"2997","N=200",11.24,8,200
"2998","N=200",11.875,7,200
"2999","N=200",11.01,8,200
"3000","N=200",10.765,6,200
"3001","N=760",10.9328947368421,7,760
"3002","N=760",11.475,7,760
"3003","N=760",11.9394736842105,8,760
"3004","N=760",11.7578947368421,8,760
"3005","N=760",11.7,7,760
"3006","N=760",11.0513157894737,8,760
"3007","N=760",11.3039473684211,7,760
"3008","N=760",11.8407894736842,7,760
"3009","N=760",11.3289473684211,8,760
"3010","N=760",11.8342105263158,6,760
"3011","N=760",11.0355263157895,7,760
"3012","N=760",11.6381578947368,8,760
"3013","N=760",11.7684210526316,8,760
"3014","N=760",11.6355263157895,8,760
"3015","N=760",11.3447368421053,8,760
"3016","N=760",11.0526315789474,7,760
"3017","N=760",11.2802631578947,8,760
"3018","N=760",11.3986842105263,7,760
"3019","N=760",11.6486842105263,7,760
"3020","N=760",11.9434210526316,8,760
"3021","N=760",10.9907894736842,7,760
"3022","N=760",12.7276315789474,8,760
"3023","N=760",11.4210526315789,7.5,760
"3024","N=760",11.4144736842105,7,760
"3025","N=760",10.9328947368421,7,760
"3026","N=760",11.3447368421053,7,760
"3027","N=760",11.3592105263158,8,760
"3028","N=760",11.1868421052632,8,760
"3029","N=760",11.8723684210526,8,760
"3030","N=760",10.8355263157895,7,760
"3031","N=760",11.7736842105263,7,760
"3032","N=760",10.9342105263158,8,760
"3033","N=760",11.3592105263158,8,760
"3034","N=760",11.5052631578947,7,760
"3035","N=760",11.6631578947368,7,760
"3036","N=760",11.1434210526316,8,760
"3037","N=760",11.2710526315789,7,760
"3038","N=760",10.1,8,760
"3039","N=760",11.2236842105263,7,760
"3040","N=760",11.5881578947368,8,760
"3041","N=760",11.3828947368421,8,760
"3042","N=760",11.2473684210526,8,760
"3043","N=760",10.8210526315789,7,760
"3044","N=760",11.5315789473684,7,760
"3045","N=760",11.1368421052632,7,760
"3046","N=760",11.0052631578947,8,760
"3047","N=760",11.4460526315789,8,760
"3048","N=760",11.7118421052632,7,760
"3049","N=760",11.2144736842105,7,760
"3050","N=760",10.8565789473684,7,760
"3051","N=760",10.8697368421053,7,760
"3052","N=760",11.6828947368421,7,760
"3053","N=760",11.0973684210526,8,760
"3054","N=760",11.4381578947368,7,760
"3055","N=760",11.0710526315789,8,760
"3056","N=760",11.1,7,760
"3057","N=760",11.2986842105263,8,760
"3058","N=760",11.0802631578947,8,760
"3059","N=760",11.3368421052632,7,760
"3060","N=760",11.6894736842105,7,760
"3061","N=760",11.7697368421053,6,760
"3062","N=760",11.2486842105263,7,760
"3063","N=760",11.1355263157895,7,760
"3064","N=760",11.0473684210526,8,760
"3065","N=760",11.5302631578947,8,760
"3066","N=760",11.6894736842105,8,760
"3067","N=760",11.9,8,760
"3068","N=760",11.8328947368421,7,760
"3069","N=760",11.7960526315789,7,760
"3070","N=760",11.7578947368421,7,760
"3071","N=760",10.9355263157895,7,760
"3072","N=760",10.8210526315789,8,760
"3073","N=760",10.9960526315789,8,760
"3074","N=760",12.0723684210526,8,760
"3075","N=760",11.5578947368421,7,760
"3076","N=760",11.6592105263158,6,760
"3077","N=760",12.0697368421053,7,760
"3078","N=760",11.0815789473684,7,760
"3079","N=760",11.2118421052632,8,760
"3080","N=760",11.5802631578947,8,760
"3081","N=760",11.1197368421053,7,760
"3082","N=760",11.1157894736842,8,760
"3083","N=760",11.5407894736842,8,760
"3084","N=760",10.9618421052632,8,760
"3085","N=760",11.4263157894737,7,760
"3086","N=760",11.4026315789474,7.5,760
"3087","N=760",11.8065789473684,6,760
"3088","N=760",11.6789473684211,7,760
"3089","N=760",11.1552631578947,7,760
"3090","N=760",11.1986842105263,7,760
"3091","N=760",10.9276315789474,8,760
"3092","N=760",11.0223684210526,7,760
"3093","N=760",11.9,7,760
"3094","N=760",11.7236842105263,7,760
"3095","N=760",11.0328947368421,7,760
"3096","N=760",12.0842105263158,8,760
"3097","N=760",11.6868421052632,7,760
"3098","N=760",11.4315789473684,8,760
"3099","N=760",11.7368421052632,7,760
"3100","N=760",11.2763157894737,8,760
"3101","N=760",10.6144736842105,7,760
"3102","N=760",10.9868421052632,8,760
"3103","N=760",11.3644736842105,8,760
"3104","N=760",11.2184210526316,8,760
"3105","N=760",11.4947368421053,7,760
"3106","N=760",11.3394736842105,7,760
"3107","N=760",11.6092105263158,8,760
"3108","N=760",11.0263157894737,7,760
"3109","N=760",11.5592105263158,7,760
"3110","N=760",11.2184210526316,7,760
"3111","N=760",10.6592105263158,7,760
"3112","N=760",11.7368421052632,8,760
"3113","N=760",11.1960526315789,7,760
"3114","N=760",11.5828947368421,8,760
"3115","N=760",11.2486842105263,8,760
"3116","N=760",11.8473684210526,8,760
"3117","N=760",11.8986842105263,7.5,760
"3118","N=760",11.5763157894737,7,760
"3119","N=760",10.7039473684211,8,760
"3120","N=760",11.6894736842105,7.5,760
"3121","N=760",11.2263157894737,7,760
"3122","N=760",11.4592105263158,7,760
"3123","N=760",11.5657894736842,8,760
"3124","N=760",10.9894736842105,7,760
"3125","N=760",12.5078947368421,8,760
"3126","N=760",11.8960526315789,8,760
"3127","N=760",11.3526315789474,8,760
"3128","N=760",11.1315789473684,7,760
"3129","N=760",11.4394736842105,7,760
"3130","N=760",11.3171052631579,7,760
"3131","N=760",11.3473684210526,7,760
"3132","N=760",11.8513157894737,7,760
"3133","N=760",11.2881578947368,7,760
"3134","N=760",11.0276315789474,7,760
"3135","N=760",11.4684210526316,7,760
"3136","N=760",11.4631578947368,7,760
