Year,China,India,United States of America,Russian Federation,Japan,Indonesia,Germany,Brazil,United Kingdom,Northern Africa,Italy,France,Bangladesh,Nigeria,Pakistan,Ukraine,Mexico,Spain,Viet Nam,Poland,Turkey,Thailand,Egypt,Republic of Korea,Philippines,Ethiopia,Iran (Islamic Republic of),Argentina,Myanmar,Caribbean,Romania,Southern Africa,Canada,South Africa,Oceania,Colombia,Democratic Republic of the Congo,Australia/New Zealand,Dem. People's Republic of Korea,Netherlands,Hungary,Morocco,Algeria,Czechia,Belgium,Nepal,Portugal,Australia,Sri Lanka,Peru,"China, Taiwan Province of China",United Republic of Tanzania,Afghanistan,Greece,Belarus,Bulgaria,Sweden,Austria,Serbia,Kazakhstan,Uzbekistan,Chile,Malaysia,Mozambique,Kenya,Cuba,Iraq,Sudan,Venezuela (Bolivarian Republic of),Uganda,Ghana,Mali,Switzerland,Angola,Cambodia,Yemen,Cameroon,Burkina Faso,Denmark,Madagascar,Finland,Croatia,Tunisia,Ecuador,Georgia,Slovakia,Syrian Arab Republic,Norway,Haiti,Guatemala,Saudi Arabia,Guinea,Bolivia (Plurinational State of),Malawi,Azerbaijan,Ireland,Zimbabwe,Bosnia and Herzegovina,Cote d'Ivoire,Niger,South Sudan,Lithuania,Senegal,Chad,Dominican Republic,Republic of Moldova,Zambia,Burundi,Somalia,Uruguay,Benin,Rwanda,El Salvador,Puerto Rico,Melanesia,"China, Hong Kong SAR",Sierra Leone,New Zealand,Latvia,Kyrgyzstan,Lao People's Democratic Republic,Papua New Guinea,Honduras,Tajikistan,Paraguay,Slovenia,Jamaica,Togo,Armenia,Lebanon,Israel,Central African Republic,Nicaragua,TFYR Macedonia,Albania,Turkmenistan,Eritrea,Libya,Estonia,Singapore
1988,1132866.34,834489.32,247739.58,146035.58,123594.97,175000.92,78354.02,144001.54,56862.89,134261.53,57103.13,56348.21,100975.32,90450.28,101474.84,51339.58,82083.92,39141.61,65313.71,37691.9,52053.7,54912.33,54547.3,42091.03,58845.21,44932.06,53075.62,31795.52,39362.14,33320.96,23408.42,40925.81,26947.84,35970.54,26206.73,32975.54,32444.16,19860.22,19708.32,14774.04,10435.05,23961.82,24591.49,10331.22,9959.02,17873.67,9956.67,16527.43,16882.19,20909.9,19869.95,23909.95,11540.89,10115.85,10146.63,8936.56,8464.79,7658.84,9397.31,16346.21,19501.23,12809.03,17027.59,13002.55,21871.44,10379.55,16651.81,18866.32,18912.53,16262.53,13854.21,8180.73,6572.27,11513.97,8433.8,11051.5,11031.82,8356.31,5122.44,10952.4,4961.09,4773.68,7871.46,9739.18,5380.91,5244.04,11719.07,4205.97,6813.35,8842.58,15155.22,5554.88,6592.79,8636.94,7010.04,3569.11,9604.3,4508.06,11424.26,7540.25,5741.24,3658.49,7107.98,5584.34,6903.32,4320.93,7600.07,5135.96,7165.3,3069.1,4672.85,7030.18,5119.04,3457.21,5421.46,5609.69,4152.98,3332.79,2649.82,4239.3,4020.3,4100.73,4676.36,5001.11,3994.33,1991.43,2393.53,3581.93,3504.65,2668.59,4291.58,2812.24,3968.45,1995.51,3197.07,3493.89,3006.36,4220.42,1564.19,2876.89
1989,1153565.89,852270.03,250113.19,146890.54,124068.9,178233.22,78715.61,146691.98,57023.75,137750.97,57113.16,56663.2,103599.23,92844.35,104588.49,51423.53,83697.89,39221.74,66757.4,37827.02,52992.43,55795.11,56006.57,42495.73,60391.87,46458.91,54777.11,32263.56,40014.86,33781.32,23472.58,41849.14,27326.17,36740.88,26639.72,33624.44,33465.44,20153.25,19993.76,14868.66,10402.13,24421.19,25257.67,10336.17,9980.18,18293.51,9948.57,16792.29,17110.71,21368.86,20095.75,24660.58,11777.61,10174.17,10189.62,8897.45,8514.21,7686.57,9450.77,16474.56,19979.13,13025.8,17535.97,13059.61,22633.02,10486.51,17040.19,19475.61,19388.34,16846.09,14233.87,8309.53,6619.16,11827.24,8689.15,11523.27,11372.16,8579.82,5130.36,11268.66,4977.12,4780.63,8050.93,9977.38,5412.15,5266.8,12080.44,4226.12,6956.3,9050.47,15755.94,5770.65,6723.05,9094.67,7126.89,3567.29,9902.54,4506.65,11839.24,7769,5777.5,3682.56,7328.6,5768.09,7042.94,4346.45,7813.81,5280.02,7298.42,3088.98,4820.02,7216.03,5185.94,3486.63,5542.85,5699.22,4249.47,3360.96,2663.92,4311.87,4138.41,4205.65,4814.14,5149.8,4103.91,2000.87,2407.72,3686.37,3536.47,2676.61,4384.36,2872.67,4055.27,1996.87,3253.66,3585.87,3071.77,4328.91,1569.97,2940.26
1990,1172445.2,870133.48,252529.95,147564.07,124515.56,181436.82,79118.33,149352.15,57183.33,141238.02,57127.12,56960.84,106188.64,95269.99,107678.61,51464.35,85357.87,39306.1,68209.61,37954.55,53921.7,56582.82,57412.22,42923.13,61947.35,48086.52,56226.19,32729.74,40626.25,34237.27,23489.37,42818.44,27692.68,37560.53,27071.46,34271.57,34614.58,20439.6,20293.05,14965.45,10377.65,24879.14,25912.37,10341.17,10006.54,18749.41,9953.33,17041.43,17329.71,21826.66,20311.7,25459.6,12249.11,10248.54,10216.85,8841.37,8567.38,7723.95,9517.67,16540.26,20462.46,13242.13,18038.32,13247.65,23402.51,10582.08,17469.01,20147.59,19861.96,17438.91,14628.26,8465.19,6674.89,12171.44,8973.34,12057.04,11715.22,8811.03,5141.12,11598.63,4996.22,4776.37,8232.8,10218.09,5410.37,5288.45,12446.17,4247.29,7099.73,9263.81,16326.82,6041.09,6856.24,9437.55,7242.77,3569.26,10183.11,4463.42,12267.75,8012.86,5768.48,3696.03,7555.62,5956.86,7183.65,4364.12,8027.25,5415.42,7397.35,3109.99,4978.5,7235.8,5254.98,3517.98,5669.95,5781.46,4312.25,3398.17,2664.43,4372.89,4258.47,4313.06,4955.33,5283.73,4213.74,2006.48,2424.24,3786.94,3538.17,2703.02,4500.48,2939.78,4144.57,1996.23,3281.45,3683.97,3113.31,4436.66,1565.24,3012.95
1991,1189183.52,888054.88,254974.82,148035.9,124940.02,184615.98,79564.45,151976.58,57339.45,144723.57,57152.52,57237.7,108727.43,97726.32,110730.42,51462.61,87071.51,39403.2,69670.9,38077.21,54840.53,57258.4,58752.39,43378.1,63508.46,49821.08,57375.58,33193.92,41190.16,34687.43,23454.21,43840.47,28044.61,38437.86,27501.31,34916.77,35914.83,20718.04,20609.15,15064.52,10363.56,25336.86,26554.33,10346.75,10039.45,19245.05,9974.2,17271.87,17539.63,22283.13,20518.8,26315.01,12993.66,10341.89,10226.49,8766.89,8625.14,7772.7,9602.94,16540.02,20951.39,13457.24,18529.45,13591.97,24179.6,10663.59,17942.72,20893.63,20332.08,18040.44,15039.51,8652.51,6741.07,12553.45,9286.98,12661.61,12060.73,9050.08,5154.91,11942.82,5019.13,4760,8417.68,10460.99,5370.65,5309.24,12815.22,4269.47,7243.39,9483.27,16867.83,6374.33,6992.52,9641.15,7357.96,3576.38,10443.04,4371.6,12710.01,8272.98,5705.38,3697.45,7789.65,6150.08,7325.62,4373.58,8239.73,5542.05,7455.94,3132.05,5149.5,7051.76,5326.66,3551.59,5803.5,5854.09,4337.24,3446.17,2649.15,4419.63,4380.07,4423.01,5099.95,5400.71,4323.41,2007.88,2443.69,3882.27,3505.25,2752.46,4643.2,3014.62,4236.8,1993.3,3275.43,3789.19,3127.3,4544.29,1548.22,3096.57
1992,1204003.9,906021.11,257454.27,148318.03,125341.48,187766.09,80046.16,154564.28,57494.54,148195.56,57188.89,57496.97,111221.94,100221.56,113747.14,51417.43,88828.31,39515.51,71130.45,38191.78,55748.88,57837.88,60035.54,43853.45,65075.49,51647.77,58260.74,33655.15,41711.47,35131.66,23373.36,44902.93,28384.35,39360.23,27929.03,35558.68,37346.15,20989.13,20937.4,15165.86,10359.14,25791.49,27181.09,10353.32,10078.1,19773.77,10009.58,17485.95,17740.64,22737.06,20716.68,27219.62,13981.23,10451.42,10219.92,8676.24,8686.74,7830.93,9701.33,16481.11,21443.45,13671.03,19012.72,14071.23,24963.95,10733.36,18458.19,21701.48,20799.08,18652.89,15463.85,8868.26,6815.38,12968.35,9621.5,13325.58,12408.93,9297.11,5171.65,12301.34,5044.93,4732.86,8603.23,10705.67,5298.09,5329.03,13187.09,4292.68,7386.98,9708.54,17378.83,6758.84,7131.71,9729.72,7471.93,3588.59,10682.87,4239.15,13163.02,8549.42,5599.81,3688.1,8029.73,6349.09,7468.55,4375.31,8452.28,5661.14,7488.54,3154.86,5331.8,6701.85,5400.33,3586.88,5942.77,5919.29,4331.33,3503.18,2620.25,4454.19,4502.36,4535.52,5247.84,5502.98,4432.74,2005.51,2465.36,3973.33,3442.81,2821.86,4808.86,3095.81,4331.28,1988.66,3240.59,3899.84,3118.58,4651,1520.81,3189.43
1993,1217129.13,924057.82,260020.19,148431.37,125717.52,190879.52,80520.09,157132.68,57650.47,151614.72,57226.65,57744.82,113695.14,102761.74,116749.56,51317.64,90600.45,39638.64,72560.43,38295.47,56653.73,58364.89,61275.6,44340.56,66650.25,53532.96,58991.22,34110.92,42209.78,35569.28,23256,45979.22,28711.3,40300.16,28353.14,36195.17,38833.6,21251.94,21265.83,15268.01,10359.59,26237.42,27786.26,10358.97,10118.67,20321.18,10055,17687.48,17928.58,23184.23,20902.88,28149.33,15095.1,10569.42,10200.51,8575.89,8746.78,7892.09,9795.55,16370,21931.69,13882.67,19494.97,14637,25754.11,10794.14,19011.92,22535.94,21263.44,19275.42,15896.43,9105.47,6891.6,13403.73,9968.28,14017.24,12758.88,9552.48,5190.74,12675.46,5071.79,4697.54,8784.89,10951.2,5204.63,5347.21,13564.17,4316.79,7530.71,9938.69,17859.75,7163.24,7273.83,9755.86,7581.76,3605.67,10905.76,4088,13622.73,8842.42,5490.92,3670.65,8272.17,6555.6,7611.47,4369.65,8669.17,5771.4,7519.81,3178.16,5521.76,6299.91,5474,3622.71,6087.29,5983.36,4307.3,3564.46,2582.65,4483.84,4623.28,4651.17,5398.81,5594.11,4541.9,2000.77,2488.78,4064.93,3363.1,2900.85,4987.73,3181.22,4426.58,1984.03,3189.58,4010.79,3099.05,4755.29,1488.06,3287.59
1994,1228991.93,942204.25,262741.57,148411.86,126063.17,193945.27,80931.04,159705.12,57810.77,154931.79,57251.37,57990.66,116182.27,105355.78,119769.56,51149.54,92349.15,39764.56,73925.08,38383.52,57564.13,58901.67,62495.75,44825.89,68236.23,55431.12,59725.13,34558.12,42712.22,35999.96,23116.18,47032.27,29026.19,41218.9,28772.1,36823.54,40273.7,21506.02,21577.98,15369.12,10358.12,26667.05,28362.25,10361.24,10155.92,20867.13,10103.44,17882.74,18098.35,23619.36,21074.05,29070.62,16172.72,10684.82,10173.36,8474.67,8798.23,7947.21,9861.88,16217.49,22407.16,14091.39,19986.89,15217.04,26548.49,10850.59,19597.24,23347.89,21726.35,19907.63,16330.17,9353.39,6961.26,13841.3,10315.38,14692.69,13109.66,9816.59,5211.33,13066.54,5097.1,4657.8,8956.6,11196.48,5107.67,5362.9,13949.7,4341.62,7674.91,10172.3,18311.09,7544.29,7418.86,9796.98,7683.71,3626.8,11116.95,3948.82,14083.61,9151.76,5431.74,3649.13,8512.17,6772.13,7753.05,4357.28,8896.11,5871.61,7583.95,3201.61,5714.22,6005.1,5544.95,3657.41,6235.97,6055.09,4283.62,3623.28,2543.62,4518.8,4740.38,4770.61,5552.63,5679.83,4651.23,1995.61,2513.05,4163.64,3283.66,2974.64,5166.07,3267.67,4520.73,1981.7,3140.6,4115.1,3085.44,4855,1457.09,3385.35
1995,1239940,960482.8,265658.85,148288.84,126375.47,196957.85,81240.6,162296.61,57978.32,158115.31,57255.19,58241.79,118706.87,108011.47,122829.15,50905.68,94045.58,39890.5,75198.98,38452.63,58486.38,59491.79,63714.39,45298.61,69835.72,57309.88,60575.64,34994.81,43237.79,36423.24,22965.11,48034.77,29330.07,42088.17,29185.31,37441.98,41595.74,21751.68,21862.3,15467.85,10349.84,27075.23,28904.3,10358.46,10186.31,21396.38,10149.74,18076.74,18247.12,24038.76,21228.51,29960.78,17099.54,10789.38,10142.31,8379.18,8836.42,7990.12,9884.15,16034.96,22863.26,14296.61,20495.6,15759.13,27346.46,10906.04,20208.39,24102.99,22188.67,20550.29,16760.47,9604.45,7018.53,14268.99,10653.56,15320.65,13460.99,10089.88,5232.7,13475.4,5119.01,4616.76,9113.98,11440.58,5020.06,5375.47,14345.49,4367,7819.81,10408.49,18735.84,7871.17,7566.71,9909.09,7775.43,3651.55,11320.35,3843.71,14540.82,9477.33,5459.52,3626.6,8746.61,7000.72,7892.42,4339.08,9137.08,5962.06,7704.89,3224.8,5905.56,5928.08,5611.12,3689.64,6387.97,6140.1,4274.82,3674.94,2508.47,4566.09,4851.92,4894.28,5709.05,5764.71,4760.85,1991.47,2537.44,4274.02,3217.34,3033.39,5333.72,3352.77,4612.23,1983.25,3106.74,4207.84,3090.16,4948.8,1433.02,3478.78
1996,1249981.44,978893.22,268803.42,148073.92,126654.02,199914.83,81426.34,164913.31,58156.75,161147.69,57229.67,58499.69,121269.65,110732.9,125938.34,50582.46,95687.45,40009.32,76372.72,38503.61,59423.21,60151.47,64933.46,45757.36,71446.11,59155.15,61583.09,35419.68,43793.31,36838.91,22804.17,48978.11,29622.13,42898.52,29593.03,38049.04,42770.54,21989.03,22113.55,15563.26,10332.99,27460.6,29411.42,10350.57,10208.28,21903.38,10192.39,18271.69,18372.12,24441.07,21364.13,30811.85,17822.88,10880.91,10109.07,8291.87,8859.19,8017.86,9855.51,15820.63,23298.91,14497.83,21023.32,16248.23,28147.73,10961.01,20845.89,24786.19,22650.1,21202.12,17185.61,9856.81,7061.17,14682.28,10980.27,15889.45,13812.47,10372.75,5254.86,13902.69,5136.98,4574.89,9256.04,11683.48,4945.57,5384.79,14755.29,4393.21,7965.55,10646.67,19131.58,8132.55,7717.44,10109.79,7855.55,3679.85,11518.26,3780.38,14995.25,9819.96,5591.11,3603.75,8974.08,7241.13,8029.11,4314.7,9394.3,6041.11,7892.39,3248.04,6094.26,6115.17,5671.93,3719.32,6543.4,6241.81,4282.35,3717.35,2478.83,4629.4,4957.18,5022.44,5867.85,5849.54,4870.69,1988.99,2561.99,4398.24,3168.22,3070.96,5488.08,3435.82,4700.78,1989.44,3092.23,4287.34,3116.38,5035.88,1417.74,3566.13
1997,1259066.97,997405.32,272136.55,147768.37,126902.63,202826.47,81499.87,167545.16,58346.67,164048.57,57184.9,58763.4,123854.64,113522.71,129086.99,50189.31,97281.74,40131.56,77453.34,38538.73,60372.5,60863.51,66151.12,46202.6,73064.76,60976.45,62710.56,35833.97,44371.53,37246.27,22632.81,49868.1,29903.15,43657.02,29997.11,38645.41,43830.15,22219.95,22335.64,15655.48,10309.02,27825.9,29886.84,10338.59,10223.79,22389.8,10232.88,18467.59,18476.51,24827.41,21483.51,31635.25,18381.61,10961.12,10073.06,8211.73,8868.85,8032.88,9783.39,15581.75,23715.49,14694.84,21565.33,16701.35,28954.11,11013.98,21509.29,25410.45,23110.18,21865.93,17608.81,10114.09,7091.77,15088.98,11295.88,16408.95,14165.42,10665.55,5277.71,14347.85,5151.75,4532.4,9384.15,11924.99,4881.25,5391.2,15177.46,4420.26,8111.95,10887.63,19505.58,8337.99,7870.86,10381.86,7925.67,3712.46,11710,3752.43,15445.99,10180.06,5814.01,3579.9,9196.53,7493.25,8163.47,4284.93,9666.58,6112.1,8137.48,3271.01,6281.64,6522.38,5727.76,3746.36,6702.43,6356.47,4305.46,3752.36,2453.3,4705.64,5056.52,5154.91,6028.88,5934.28,4980.34,1987.96,2586.83,4534.55,3133.09,3092.67,5631.54,3517.31,4786.64,1999.6,3093.04,4355.11,3161.35,5117.27,1409.67,3649.14
1998,1267441.5,1015974.04,275542.6,147381,127127.27,205715.54,81499.23,170170.64,58544.94,166870.57,57153.55,59034.92,126447.97,116385.75,132253.26,49748.58,98821.46,40292.64,78452.9,38558.05,61329.59,61597.28,67378.06,46627.44,74693.7,62794.15,63900.63,36241.59,44959.94,37643.88,22458.08,50709.61,30178.13,44372.11,30401.38,39234.06,44840.53,22449.02,22537.34,15745.65,10280.15,28175.26,30335.73,10323.49,10237.3,22856.31,10272.29,18665.05,18570.7,25199.75,21595.37,32451.71,18864,11030.39,10033.06,8137.56,8870.85,8041.05,9683.61,15349.9,24112.41,14887.76,22113.46,17136.78,29769.8,11064.1,22190.25,26003.54,23569.45,22551.79,18036.49,10380.84,7115.13,15504.32,11597.74,16896.21,14523.57,10968.72,5300.38,14808.79,5164.24,4491.9,9499.4,12163.89,4825.19,5395.25,15602.21,4447.49,8258.48,11133.5,19882.46,8503.3,8026.25,10704.74,7989.9,3750.57,11893.27,3750.49,15884.55,10556.55,6099.92,3555.13,9418.39,7759.26,8296.38,4253.28,9950.22,6186.35,8422.37,3292.14,6470.27,7059.81,5778.71,3769.34,6864.39,6473.84,4353.65,3783.97,2430.55,4786.77,5150.76,5291.18,6192.03,6021.69,5089.31,1987.98,2611.37,4679.02,3108.68,3113.95,5765.21,3597.39,4869.63,2012.06,3103.76,4413.48,3224.22,5195.5,1406.35,3731.44
1999,1275406.7,1034539.21,278862.28,146919.74,127335.86,208612.56,81481.61,172759.24,58746.73,169688.53,57179.99,59316.11,129029.69,119327.07,135405.58,49290.79,100300.58,40539.72,79391.37,38561.69,62287.33,62306.65,68626.66,47023.88,76335.81,64640.05,65062.66,36648.07,45539.44,38030.11,22288.06,51512.84,30453.88,45058.78,30810.66,39819.28,45898.67,22682.24,22731.99,15835.52,10249.96,28514.8,30765.61,10306.65,10255.16,23305.99,10312.61,18864.11,18669.1,25561.3,21711.57,33291.54,19403.68,11090.27,9986.93,8066.88,8873.1,8051.11,9579.31,15165.57,24489.77,15076.95,22656.29,17584.87,30600.4,11110,22878.16,26607.04,24028.69,23273,18477.61,10663.72,7138.46,15949.77,11883.64,17378.1,14891.89,11282.7,5321.77,15282.52,5175.93,4456.43,9603.74,12398.69,4773.17,5397.71,16016.09,4474,8404.4,11387.2,20294.41,8653.77,8182.71,11044.36,8054.13,3795.7,12064.54,3759.12,16300.23,10947.83,6405.86,3529.18,9645.96,8041.85,8429.11,4224.27,10239.71,6278.94,8720.23,3309.32,6664.1,7593.24,5825.19,3786.58,7028.44,6579.56,4437.8,3818.13,2408.09,4861.13,5241.28,5430.48,6357.22,6114.89,5196.94,1988.32,2634.88,4825.7,3089.02,3156.65,5891.77,3676.51,4949.66,2024.39,3115.58,4466.13,3302.26,5274.16,1403.79,3818.46
2000,1283198.97,1053050.91,281982.78,146396.51,127533.93,211540.43,81487.76,175287.59,58950.85,172558.87,57293.72,59608.2,131581.24,122352.01,138523.29,48840.07,101719.67,40903.71,80285.56,38550.5,63240.12,62958.02,69905.99,47386.31,77991.57,66537.33,66131.85,37057.45,46095.46,38403.99,22128.13,52286.08,30735.77,45728.32,31229.42,40403.96,47076.39,22924.84,22929.08,15926.19,10221.05,28849.62,31183.66,10289.59,10282.03,23740.91,10355.12,19065.84,18781.94,25914.88,21840.24,34178.04,20093.76,11142.12,9933.61,7997.79,8881.64,8069.28,9487.62,15057.36,24848.92,15262.75,23185.61,18067.69,31450.48,11150.74,23565.41,27250.54,24488.34,24039.27,18938.76,10967.69,7167.25,16440.92,12152.35,17874.73,15274.23,11607.94,5341.19,15766.81,5187.95,4428.07,9699.2,12628.6,4722.06,5399.21,16410.85,4499.37,8549.2,11650.74,20764.31,8808.55,8339.51,11376.17,8122.74,3848.78,12222.25,3766.71,16686.56,11352.97,6700.66,3501.84,9884.05,8342.56,8562.62,4201.09,10531.22,6400.71,9011.48,3321.25,6865.95,8025.7,5867.63,3796.98,7193.99,6663.65,4564.3,3859,2384.16,4920.72,5329.3,5572.22,6524.28,6216.21,5302.7,1988.5,2656.86,4970.37,3069.59,3235.37,6013.74,3754.99,5026.8,2034.82,3121.97,4516.13,3392.8,5355.75,1399.11,3913.96
2001,1290937.65,1071477.86,284852.39,145814.86,127723.51,214506.5,81535.85,177750.67,59149.34,175508.85,57506.37,59911.25,134107.16,125463.43,141601.44,48402.89,103067.07,41392.1,81139.92,38524.01,64191.47,63543.32,71226.94,47712.79,79665.32,68492.26,67096.41,37471.51,46627.99,38765.02,21984.14,53032.42,31024.73,46385.01,31656.85,40988.91,48394.34,23176.47,23131.81,16018.11,10194.01,29181.83,31592.15,10271.2,10319.02,24161.78,10399.31,19268.53,18913.05,26261.36,21985.28,35117.02,20966.46,11184.4,9872.96,7930.55,8897.79,8097.75,9413.42,15039.97,25188.53,15444.97,23698.91,18588.76,32321.48,11186.54,24251.65,27945.01,24948.48,24854.89,19421.61,11293.26,7202.69,16983.27,12402.47,18390.14,15671.93,11944.59,5358.06,16260.93,5200.48,4408.08,9785.7,12852.76,4672.16,5400.01,16766.9,4523.15,8692.57,11924.95,21303.59,8971.14,8496.38,11695.86,8197.28,3909.29,12366.17,3771.28,17040.15,11771.98,6974.44,3473.62,10134.5,8663.01,8697.13,4185.51,10824.13,6555.83,9290.82,3327.1,7076.73,8329.41,5905.96,3799.91,7360.55,6722.31,4739.15,3907.93,2358.68,4962.59,5414.57,5716.15,6693.06,6327.13,5406.62,1988.35,2677.01,5111.77,3050.66,3359.86,6129.53,3832.2,5100.75,2042.84,3122.41,4564.08,3497.12,5440.57,1391.73,4018.78
2002,1298646.58,1089807.11,287506.85,145194.88,127902.62,217508.06,81611.87,180151.02,59348.95,178532.17,57801.76,60225.08,136600.67,128666.71,144654.14,47979.59,104355.61,41985.52,81956.5,38484.47,65143.05,64073.16,72590.12,48004.79,81352.06,70497.19,67983.33,37889.37,47140.22,39114.07,21854.68,53751.52,31320.89,47026.17,32094.47,41572.49,49835.76,23438.4,23336.68,16110.36,10167.87,29512.37,31995.05,10252.44,10364.89,24566.34,10443.67,19475.19,19059.3,26601.47,22143.34,36105.81,21979.92,11216.8,9807.13,7866.09,8920.69,8134.41,9352.71,15105.65,25511.88,15623.64,24198.81,19139.66,33214.01,11218,24939.3,28679.57,25408.7,25718.05,19924.52,11638.93,7243.91,17572.65,12634.73,18919.18,16084.89,12293.1,5372.8,16765.12,5213.37,4395.82,9864.33,13072.06,4624.88,5400.15,17087.9,4546.02,8834.73,12208.85,21906.31,9137.35,8653.35,12013.71,8277.02,3976.29,12500.53,3775.81,17366.52,12206,7237.28,3444.75,10396.86,9001.69,8832.29,4176.62,11120.41,6741.57,9564.17,3327.77,7295.39,8536.21,5940.3,3796.03,7528.31,6759.49,4957.22,3963.21,2332.49,4990.69,5497.27,5862.32,6863.16,6447.69,5508.61,1988.26,2695.45,5251.47,3033.9,3522.84,6239.29,3907.61,5171.73,2048.93,3119.03,4610,3614.64,5527.52,1382.73,4131.21
2003,1306343.91,1108027.85,290027.62,144584.7,128067.79,220545.21,81686.5,182482.15,59580.22,181612.13,58147.04,60550.1,139019,131972.53,147703.4,47580.56,105640.45,42653.41,82747.66,38438.83,66085.8,64554.95,73981.94,48265.03,83031.95,72545.14,68812.71,38309.38,47624.89,39453.54,21728.92,54445.09,31627.81,47648.73,32551.66,42152.15,51390.03,23719.04,23538.54,16200.95,10141.96,29843.94,32403.51,10239.28,10419.03,24950.62,10487.11,19696.97,19215.31,26937.74,22306.34,37149.07,23064.85,11243.57,9740.05,7803.88,8951.42,8175.85,9302.87,15232.33,25830.66,15799.54,24688.7,19716.6,34130.85,11244.89,25627.63,29435.94,25868.52,26624.82,20446.78,12005.13,7291.89,18203.37,12853.12,19462.09,16513.82,12654.62,5386.97,17279.14,5227.1,4388.95,9939.68,13289.6,4579.08,5399.89,17415.27,4570.11,8976.55,12500.48,22556.43,9309.85,8810.42,12336.69,8361.36,4049.55,12633.9,3779.25,17679.36,12656.87,7501.64,3414.35,10670.99,9353.2,8967.76,4171.65,11421.98,6953.11,9836.4,3325.64,7520.56,8680.35,5971.54,3787.27,7698.11,6782.57,5199.55,4022.07,2305.78,5012.27,5579.66,6010.72,7033.82,6576.88,5607.95,1988.97,2712.51,5391.4,3017.81,3701.46,6349.52,3981.67,5240.88,2053.43,3111.01,4655.74,3738.27,5615.95,1372.91,4249.3
2004,1314007.48,1126135.78,292539.32,144044.61,128213.63,223614.65,81715.66,184738.46,59884.13,184717.78,58494.7,60886.61,141307.49,135393.62,150780.3,47215.97,106995.58,43351.67,83527.68,38396.07,67007.86,65002.23,75381.9,48498.08,84678.49,74624.41,69617.1,38728.7,48073.71,39786.58,21591.16,55114.73,31949.42,48247.4,33040.25,42724.16,53034.22,24028.87,23729.5,16287.18,10115.08,30179.29,32831.1,10239.54,10480.12,25309.45,10528.27,19948.43,19372.54,27273.19,22462.37,38249.98,24118.98,11270.48,9676.9,7743.26,8990.64,8216.81,9258.34,15385.92,26160.33,15973.78,25174.11,20312.71,35074.93,11266.94,26316.61,30186.34,26327.23,27568.44,20986.54,12391.91,7347.25,18865.72,13063.38,20017.07,16959.08,13030.57,5402.76,17803,5242.19,4383.92,10017.6,13509.65,4533.33,5399.42,17806.64,4598.21,9119.18,12796.93,23228.89,9490.23,8967.74,12676.04,8448.88,4128.75,12777.51,3781.29,17997.74,13127.01,7787.66,3381.12,10955.94,9710.04,9103,4166.34,11731.75,7182.45,10116.23,3324.1,7750,8818.44,6000.78,3776.36,7871.22,6802.6,5439.7,4080.44,2278.86,5037.93,5664.61,6161.52,7204.15,6712.84,5703.74,1991.43,2728.78,5534.6,3000.61,3863.27,6468.83,4055.04,5309.7,2057.05,3097.75,4703.4,3858.62,5704.76,1363.57,4370.04
2005,1321623.49,1144118.67,295129.5,143618.19,128335.77,226712.73,81671.23,186917.36,60286.75,187832.26,58808.48,61233.9,143431.1,138939.48,153909.67,46892.16,108472.23,44042.63,84308.84,38362.67,67903.41,65425.47,76778.15,48708.5,86274.24,76727.08,70421.81,39145.49,48482.61,40115.79,21431.02,55764.05,32287.98,48820.59,33567.64,43285.63,54751.48,24374.26,23904.17,16367.16,10086.47,30521.07,33288.44,10258.18,10546.89,25640.29,10565.72,20238.9,19524.56,27610.41,22602.89,39410.55,25070.8,11301.2,9621.54,7683.76,9038.62,8253.65,9214.99,15541.46,26512.18,16147.06,25659.39,20923.07,36048.29,11284.25,27008.43,30911.91,26784.16,28543.94,21542.01,12798.76,7410.31,19552.54,13270.2,20582.93,17420.8,13421.93,5421.7,18336.72,5258.93,4378.06,10102.48,13735.23,4486.55,5398.96,18294.61,4632.36,9263.4,13096.03,23905.65,9679.75,9125.41,13039.71,8538.61,4212.98,12940.03,3781.53,18336.3,13618.45,8108.88,3344.25,11251.27,10067.01,9237.57,4157.7,12052.16,7423.29,10409.93,3325.61,7982.23,8991.74,6028.96,3765.4,8048.47,6827.76,5658.38,4135.36,2251.98,5075.38,5754.03,6314.71,7373.43,6854.18,5795.49,1996.28,2744.67,5683.27,2981.26,3986.85,6602.97,4127.91,5379.33,2060.27,3079.18,4754.64,3969.01,5792.69,1355.65,4491.04
